uuid;data;cor;resultado;tipo;tempo_controle;rating_proprio;rating_adversario;adversario;acuracia_pct;eco_code;abertura;url;mes;mes_str
5f9f230f-7a6e-11ee-9b7f-1616fd01000f;2023-11-03;black;derrota;rapid;600;562;593;grilledpotatoe;;Kings;Kings Pawn Opening Leonardis Variation 2...Nf6 3.Nf3;https://www.chess.com/game/live/82063442184;2023-11;2023-11
de6535bf-7a6e-11ee-a222-307c3701000f;2023-11-03;white;vitoria;rapid;600;570;535;SylvesterIsMyCat;;Queens;Queens Gambit Declined 3.Nf3;https://www.chess.com/game/live/82063473484;2023-11;2023-11
08f85f6f-7b4c-11ee-a222-307c3701000f;2023-11-04;white;derrota;rapid;600;564;650;P3GASOS;;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/82073576040;2023-11;2023-11
79eca696-7c3f-11ee-8711-e29c7501000f;2023-11-05;black;vitoria;rapid;600;592;646;CriStange;;Kings;Kings Pawn Opening Kings Knight Variation;https://www.chess.com/game/live/82084038688;2023-11;2023-11
78ba5cef-7c3e-11ee-b60d-fd200401000f;2023-11-05;white;derrota;rapid;600;582;618;Gothmag0;;Queens;Queens Gambit Accepted Central Variation Greco Variation;https://www.chess.com/game/live/82084005470;2023-11;2023-11
de2ec40d-7c3d-11ee-a222-307c3701000f;2023-11-05;white;vitoria;rapid;600;589;624;emad157;;Englund;Englund Gambit 2.dxe5 Nc6 3.Nf3;https://www.chess.com/game/live/82083985032;2023-11;2023-11
91a939a5-7c3d-11ee-b60d-fd200401000f;2023-11-05;black;vitoria;rapid;600;580;607;KingGhidorahtheGreat;;Sicilian;Sicilian Defense 2.Nf3;https://www.chess.com/game/live/82083975222;2023-11;2023-11
3ade8314-7c21-11ee-b60d-fd200401000f;2023-11-05;white;derrota;rapid;600;571;641;Abzkd;;Queens;Queens Gambit Accepted Old Variation 3...Nf6 4.Bxc4;https://www.chess.com/game/live/82082889632;2023-11;2023-11
d0119e50-7c1f-11ee-b60d-fd200401000f;2023-11-05;black;vitoria;rapid;600;578;509;DiceMans;;Petrovs;Petrovs Defense Three Knights Game;https://www.chess.com/game/live/82082824510;2023-11;2023-11
4b3eb369-7c1d-11ee-a222-307c3701000f;2023-11-05;black;derrota;rapid;600;571;523;leonreich123;;Caro;Caro Kann Defense 2.Nf3 d5 3.d3;https://www.chess.com/game/live/82082705240;2023-11;2023-11
ec3cacf5-7c19-11ee-b60d-fd200401000f;2023-11-05;black;derrota;rapid;600;588;606;abeitmashal;;Petrovs;Petrovs Defense Classical Variation;https://www.chess.com/game/live/82082543522;2023-11;2023-11
934de8d9-7c18-11ee-b60d-fd200401000f;2023-11-05;black;derrota;rapid;600;596;677;FernandesRuan021;;Caro;Caro Kann Defense 2.d4 d5 3.Nc3;https://www.chess.com/game/live/82082477588;2023-11;2023-11
260e8c66-7c1c-11ee-b60d-fd200401000f;2023-11-05;white;derrota;rapid;600;580;603;Jmiguelim;;French;French Defense Normal Variation;https://www.chess.com/game/live/82082650930;2023-11;2023-11
7dcbe036-7c13-11ee-b60d-fd200401000f;2023-11-05;white;vitoria;rapid;600;595;599;Jackcool222222222222;;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/82082218982;2023-11;2023-11
a71b31a4-7c02-11ee-b60d-fd200401000f;2023-11-05;black;vitoria;rapid;600;586;555;allen18372427;;Indian;Indian Game 2.Bf4 g6 3.e3 Bg7;https://www.chess.com/game/live/82081313356;2023-11;2023-11
edf7acd5-7c00-11ee-b60d-fd200401000f;2023-11-05;black;vitoria;rapid;600;578;575;PietroMorro;;Petrovs;Petrovs Defense Three Knights Game;https://www.chess.com/game/live/82081216188;2023-11;2023-11
07cb9307-7c00-11ee-b60d-fd200401000f;2023-11-05;white;derrota;rapid;600;570;569;szut87;;Petrovs;Petrovs Defense Classical Variation;https://www.chess.com/game/live/82081163974;2023-11;2023-11
8771b682-7bfe-11ee-a222-307c3701000f;2023-11-05;white;derrota;rapid;600;578;507;yunusMNDK;;Kings;Kings Pawn Opening;https://www.chess.com/game/live/82081077572;2023-11;2023-11
3fb23528-7bfd-11ee-b60d-fd200401000f;2023-11-05;black;vitoria;rapid;600;588;632;thegorky;;Petrovs;Petrovs Defense 3.d3 Nc6;https://www.chess.com/game/live/82081005792;2023-11;2023-11
bd8f6109-7bf8-11ee-a222-307c3701000f;2023-11-05;black;vitoria;rapid;600;579;517;Basti9_9;;Vienna;Vienna Game Falkbeer Stanley Variation;https://www.chess.com/game/live/82080747240;2023-11;2023-11
6255b859-7bf6-11ee-8711-e29c7501000f;2023-11-05;white;vitoria;rapid;600;572;534;DonGravy;71.21;Pirc;Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3;https://www.chess.com/game/live/82080611250;2023-11;2023-11
3e99f016-7c14-11ee-a222-307c3701000f;2023-11-05;white;vitoria;rapid;600;602;541;Elgrandebarba;;Queens;Queens Pawn Opening Horwitz Defense;https://www.chess.com/game/live/82082258210;2023-11;2023-11
c4868761-7d15-11ee-8136-66696801000f;2023-11-06;black;vitoria;rapid;600;629;686;hhhhyu;69.51;Reti;Reti Opening Queenside Fianchetto Variation 2.e4 Bb7 3.Nc3;https://www.chess.com/game/live/82093504288;2023-11;2023-11
29d13c06-7d14-11ee-834f-fee8c901000f;2023-11-06;black;derrota;rapid;600;619;663;0912278827gustavo;;Owens;Owens Defense;https://www.chess.com/game/live/82093451174;2023-11;2023-11
093b525a-7d12-11ee-834f-fee8c901000f;2023-11-06;white;derrota;rapid;600;626;597;marcelsouzag;;Old;Old Benoni Defense Franco Benoni Defense;https://www.chess.com/game/live/82093379534;2023-11;2023-11
e148afd8-7d10-11ee-aa94-3530da01000f;2023-11-06;black;derrota;rapid;600;635;647;just_chesserts;;English;English Defense;https://www.chess.com/game/live/82093340804;2023-11;2023-11
285e4728-7d10-11ee-aa94-3530da01000f;2023-11-06;black;derrota;rapid;600;643;590;Cernuc1949;;Owens;Owens Defense 2.Nc3 Bb7;https://www.chess.com/game/live/82093316046;2023-11;2023-11
a5f4ec4c-7d0e-11ee-8136-66696801000f;2023-11-06;white;vitoria;rapid;600;653;601;therealtrujoe;;Queens;Queens Gambit;https://www.chess.com/game/live/82093265438;2023-11;2023-11
26381da1-7d0e-11ee-aa94-3530da01000f;2023-11-06;black;vitoria;rapid;600;646;573;PabloOttoneDLP;;English;English Defense;https://www.chess.com/game/live/82093248658;2023-11;2023-11
75c5fba1-7d0d-11ee-834f-fee8c901000f;2023-11-06;white;vitoria;rapid;600;639;680;paczk2007;;Nimzowitsch;Nimzowitsch Defense Scandinavian Bogoljubov Vehre Variation 4.e5;https://www.chess.com/game/live/82093225452;2023-11;2023-11
50fe259c-7d07-11ee-8136-66696801000f;2023-11-06;black;vitoria;rapid;600;621;593;Weissnhuaba;;English;English Defense;https://www.chess.com/game/live/82093018384;2023-11;2023-11
b9c0a622-7d06-11ee-834f-fee8c901000f;2023-11-06;white;derrota;rapid;600;613;688;theone3313;;Queens;Queens Gambit Declined Baltic Defense;https://www.chess.com/game/live/82092998104;2023-11;2023-11
d5dbd84f-7d04-11ee-aa94-3530da01000f;2023-11-06;white;vitoria;rapid;600;620;656;KaYa2750;;Queens;Queens Gambit Accepted Central Variation;https://www.chess.com/game/live/82092933212;2023-11;2023-11
7a2e6a08-7d03-11ee-aa94-3530da01000f;2023-11-06;black;vitoria;rapid;600;611;673;Canotam;;English;English Defense;https://www.chess.com/game/live/82092886618;2023-11;2023-11
ad29c8d8-7d01-11ee-aa94-3530da01000f;2023-11-06;white;vitoria;rapid;600;601;614;starpoke;;Queens;Queens Gambit Declined Chigorin Defense 3.Nf3;https://www.chess.com/game/live/82092824150;2023-11;2023-11
e2a6c9b9-7cff-11ee-aa94-3530da01000f;2023-11-06;black;empate;rapid;600;592;588;strandstoel;74.26;Sicilian;Sicilian Defense Open Pelikan and Sveshnikov Exchange Variation 6...bxc6;https://www.chess.com/game/live/82092761980;2023-11;2023-11
eff26fbd-7d07-11ee-8136-66696801000f;2023-11-06;white;vitoria;rapid;600;630;646;pasalad;;Dutch;Dutch Defense 2.Nf3;https://www.chess.com/game/live/82093039614;2023-11;2023-11
e0085552-7dbc-11ee-85d7-e63de901000f;2023-11-07;white;derrota;rapid;600;621;640;tridumbass11;;Queens;Queens Gambit Accepted Central Variation Modern Defense 4.Nf3;https://www.chess.com/game/live/82101124036;2023-11;2023-11
b20ad7d8-7dbd-11ee-85d7-e63de901000f;2023-11-07;black;derrota;rapid;600;611;542;AMOUGAYFARID;;Reti;Reti Opening Queenside Fianchetto Variation 2.e4 Bb7 3.Nc3;https://www.chess.com/game/live/82101159966;2023-11;2023-11
1d28683d-7dd4-11ee-9a28-8e25e101000f;2023-11-07;white;vitoria;rapid;600;618;580;hubertshih;66.83;Slav;Slav Defense;https://www.chess.com/game/live/82101996234;2023-11;2023-11
9bbe5935-7e84-11ee-94ca-5351c301000f;2023-11-08;white;vitoria;rapid;600;626;627;Shan9999999999;83.66;Queens;Queens Gambit Accepted Old Variation 3...Nf6 4.Bxc4 e6 5.Nc3;https://www.chess.com/game/live/82110367942;2023-11;2023-11
dc02df83-7e85-11ee-94ca-5351c301000f;2023-11-08;black;derrota;rapid;600;618;617;DarkDragonEl;;Petrovs;Petrovs Defense Classical Variation;https://www.chess.com/game/live/82110423268;2023-11;2023-11
4233c3a1-7e86-11ee-9579-556f6c01000f;2023-11-08;white;derrota;rapid;600;610;616;stefanino10;;Queens;Queens Pawn Opening Mikenas Defense 2.Nf3;https://www.chess.com/game/live/82110440548;2023-11;2023-11
7c3cc9a5-7f6f-11ee-87f1-945ad601000f;2023-11-09;white;vitoria;rapid;600;610;669;Bluelady1;;Indian;Indian Game 2.Nc3 e6 3.e4;https://www.chess.com/game/live/82120917992;2023-11;2023-11
0c634baa-7f71-11ee-b4f4-59d92001000f;2023-11-09;white;derrota;rapid;600;603;675;Thupho;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/82120971094;2023-11;2023-11
32bd228d-7f6e-11ee-b4f4-59d92001000f;2023-11-09;white;vitoria;rapid;600;609;659;Ronel_sGambit;;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/82120873904;2023-11;2023-11
a28eee0d-7f6e-11ee-9438-1a190d01000f;2023-11-09;black;derrota;rapid;600;600;585;Joobpro;;Modern;Modern Defense with 1 d4 2.Nf3 Bg7 3.e3;https://www.chess.com/game/live/82120888652;2023-11;2023-11
95c9c99b-7f4e-11ee-87f1-945ad601000f;2023-11-09;black;derrota;rapid;600;591;542;theWoodenTree;38.89;Center;Center Game;https://www.chess.com/game/live/82119708468;2023-11;2023-11
01423f88-7f3f-11ee-9438-1a190d01000f;2023-11-09;black;derrota;rapid;600;601;582;Paayl;;French;French Defense Steinitz Attack;https://www.chess.com/game/live/82118945354;2023-11;2023-11
3dd46e77-7f4f-11ee-a722-d146e101000f;2023-11-09;black;vitoria;rapid;600;599;565;mitopicha;;Reti;Reti Opening Queenside Fianchetto Variation 2.e4 Bb7 3.Nc3;https://www.chess.com/game/live/82119737194;2023-11;2023-11
8811beaa-7fe0-11ee-8590-e53dc101000f;2023-11-10;black;derrota;rapid;600;597;685;kiarash777888;;Kings;Kings Pawn Opening Kings Knight Variation;https://www.chess.com/game/live/82125895840;2023-11;2023-11
d02bfc38-8001-11ee-bdca-67274801000f;2023-11-10;black;derrota;rapid;600;588;572;Mauro-21;41.75;Nimzowitsch;Nimzowitsch Defense Kennedy Linksspringer Variation;https://www.chess.com/game/live/82127838120;2023-11;2023-11
674b937a-8002-11ee-bdca-67274801000f;2023-11-10;white;derrota;rapid;600;581;640;guiguibatata;;Englund;Englund Gambit;https://www.chess.com/game/live/82127869150;2023-11;2023-11
dc654dfe-81be-11ee-927c-81933601000f;2023-11-12;white;derrota;rapid;600;560;539;Me_hliam;;English;English Opening Kings English Nimzowitsch Variation 2...Nc6 3.d4 exd4;https://www.chess.com/game/live/82146870726;2023-11;2023-11
8dd590c7-81c8-11ee-bdca-67274801000f;2023-11-12;white;derrota;rapid;600;556;581;Benjamin-th;63.56;Sicilian;Sicilian Defense French Variation;https://www.chess.com/game/live/82147178870;2023-11;2023-11
12f4a801-81c8-11ee-8d49-ac8ae201000f;2023-11-12;black;derrota;rapid;600;564;670;sosashy;;Scotch;Scotch Game;https://www.chess.com/game/live/82147163568;2023-11;2023-11
fdb2c3a2-81c7-11ee-8d49-ac8ae201000f;2023-11-12;white;vitoria;rapid;600;570;627;NAGAMURTHY;;Queens;Queens Pawn Opening Horwitz Defense 2.Nf3;https://www.chess.com/game/live/82147160866;2023-11;2023-11
fe5f815a-81a6-11ee-927c-81933601000f;2023-11-12;black;empate;rapid;600;578;671;BrianN216;;Polish;Polish Opening 1...e5;https://www.chess.com/game/live/82146016166;2023-11;2023-11
6646f78a-81b3-11ee-8d49-ac8ae201000f;2023-11-12;black;derrota;rapid;600;569;524;GaylordButtsex;;Van;Van t Kruijs Opening 1...g6;https://www.chess.com/game/live/82146493448;2023-11;2023-11
7ec2a823-817f-11ee-bdca-67274801000f;2023-11-12;white;derrota;rapid;600;584;558;TheGreatHumus;;Queens;Queens Gambit Accepted Classical Steinitz Variation Exchange Variation;https://www.chess.com/game/live/82144056118;2023-11;2023-11
270b0584-817e-11ee-8d49-ac8ae201000f;2023-11-12;black;vitoria;rapid;600;593;536;G10V4NN1_aae;;Owens;Owens Defense 2.d4 Bb7 3.Nc3;https://www.chess.com/game/live/82143984524;2023-11;2023-11
64fbd47f-817b-11ee-bdca-67274801000f;2023-11-12;white;derrota;rapid;600;586;515;anand401;;Queens;Queens Pawn Opening Horwitz Defense;https://www.chess.com/game/live/82143836054;2023-11;2023-11
b577591d-816d-11ee-8d49-ac8ae201000f;2023-11-12;black;vitoria;rapid;600;596;546;AlyssaTheEstronaut;;Owens;Owens Defense 2.d4 Bb7 3.Nc3;https://www.chess.com/game/live/82143110268;2023-11;2023-11
741cc48a-816b-11ee-8d49-ac8ae201000f;2023-11-12;black;vitoria;rapid;600;589;556;KRYPTOKNlGHT;86.66;Owens;Owens Defense 2.d4 Bb7;https://www.chess.com/game/live/82142992544;2023-11;2023-11
2eb38d86-81a5-11ee-8d49-ac8ae201000f;2023-11-12;white;derrota;rapid;600;576;588;klarasdv;;Queens;Queens Gambit Declined Chigorin Defense 3.e3;https://www.chess.com/game/live/82145939148;2023-11;2023-11
b174438f-8282-11ee-b456-bb10fd01000f;2023-11-13;white;vitoria;rapid;600;565;579;hamza_19;63.81;Slav;Slav Defense 3.Nc3 dxc4 4.e3 b5;https://www.chess.com/game/live/82155850268;2023-11;2023-11
315b55c0-8283-11ee-bb5f-739c2701000f;2023-11-13;black;derrota;rapid;600;558;594;Da_Fel;;Bishops;Bishops Opening;https://www.chess.com/game/live/82155867962;2023-11;2023-11
e4498724-83e4-11ee-bce1-bf91d501000f;2023-11-15;black;derrota;rapid;600;549;535;javierdominguezcadiz;;Owens;Owens Defense;https://www.chess.com/game/live/82171911548;2023-11;2023-11
83fc3fd0-83e5-11ee-9e06-29414b01000f;2023-11-15;white;derrota;rapid;600;541;549;aidenpkono;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/82171947726;2023-11;2023-11
c45f0abe-8410-11ee-bce1-bf91d501000f;2023-11-15;white;vitoria;rapid;600;550;596;jbrandongarcia;;Queens;Queens Pawn Opening Chigorin Variation 2...Nf6;https://www.chess.com/game/live/82174051258;2023-11;2023-11
35bb29b1-8412-11ee-a44b-3105ba01000f;2023-11-15;black;derrota;rapid;600;543;603;jbrandongarcia;;Indian;Indian Game Knights Variation East Indian Defense 3.Nc3 Bg7 4.e4;https://www.chess.com/game/live/82174103332;2023-11;2023-11
5c06c74a-8669-11ee-9bf0-8b2cec01000f;2023-11-18;black;vitoria;rapid;600;545;583;Janesrbin99;42.51;Kings;Kings Indian Defense 3.Nf3 Bg7;https://www.chess.com/game/live/94058946488;2023-11;2023-11
c7a5355d-8651-11ee-9bf0-8b2cec01000f;2023-11-18;white;derrota;rapid;600;536;597;EarlVonBaron;;Slav;Slav Defense;https://www.chess.com/game/live/94057949402;2023-11;2023-11
b51ea448-866f-11ee-bffe-a5744601000f;2023-11-18;black;derrota;rapid;600;537;565;jlil66;;Philidor;Philidor Defense 3.d4;https://www.chess.com/game/live/94059177616;2023-11;2023-11
8ac27f94-8706-11ee-bffe-a5744601000f;2023-11-19;white;derrota;rapid;600;502;575;HanefiOztas;;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/94065491422;2023-11;2023-11
779d3f75-8733-11ee-9bf0-8b2cec01000f;2023-11-19;white;derrota;rapid;600;493;474;diegoquilumba1234567;;Queens;Queens Pawn Opening Zukertort Chigorin Variation 3.e3;https://www.chess.com/game/live/94067583968;2023-11;2023-11
4d56c6c4-8706-11ee-bffe-a5744601000f;2023-11-19;black;derrota;rapid;600;509;452;Annusjka;;Sicilian;Sicilian Defense;https://www.chess.com/game/live/94065478710;2023-11;2023-11
443a8d14-86e3-11ee-bffe-a5744601000f;2023-11-19;black;derrota;rapid;600;529;544;Khaled-ht;42.27;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/94063578362;2023-11;2023-11
6a9403cd-86e2-11ee-bffe-a5744601000f;2023-11-19;white;derrota;rapid;600;537;609;SarthakDave;;Queens;Queens Pawn Opening Horwitz Defense 2.c4;https://www.chess.com/game/live/94063535318;2023-11;2023-11
c25f5d1a-86e0-11ee-bffe-a5744601000f;2023-11-19;black;vitoria;rapid;600;544;491;gabreilclavijoneira;76.39;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/94063452816;2023-11;2023-11
a4365e5d-86f5-11ee-8349-6c2dd201000f;2023-11-19;white;derrota;rapid;600;519;456;Umair_hussain;;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/94064566808;2023-11;2023-11
10e4c3f9-87fc-11ee-950f-7f04d001000f;2023-11-20;black;vitoria;rapid;600;501;480;kanowins98;75.71;French;French Defense Franco Sicilian Defense;https://www.chess.com/game/live/94076447300;2023-11;2023-11
3016cc46-87fd-11ee-9791-6d4d9b01000f;2023-11-20;black;derrota;rapid;600;494;565;MarusNieKus;;Birds;Birds Opening 1...c5;https://www.chess.com/game/live/94076490430;2023-11;2023-11
2840f0e5-88ca-11ee-94f4-e55a9101000f;2023-11-21;white;vitoria;rapid;600;504;576;RAM59270;;Center;Center Game;https://www.chess.com/game/live/94085740564;2023-11;2023-11
10fd0fa1-88cc-11ee-9ddf-d50a2f01000f;2023-11-21;black;derrota;rapid;600;496;491;narwalmohit;;Giuoco;Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6;https://www.chess.com/game/live/94085809050;2023-11;2023-11
f5bb4a8c-8982-11ee-aec8-35fb1001000f;2023-11-22;white;vitoria;rapid;600;505;518;bhamss234;71.66;Queens;Queens Pawn Opening 1...d5 2.g3;https://www.chess.com/game/live/94094065480;2023-11;2023-11
b938f4f6-8984-11ee-aec8-35fb1001000f;2023-11-22;white;vitoria;rapid;600;512;437;awadeuwu07;;Ruy;Ruy Lopez Opening Berlin Defense;https://www.chess.com/game/live/94094144612;2023-11;2023-11
8281d18b-8987-11ee-a9e6-8a0fa101000f;2023-11-22;black;vitoria;rapid;600;520;520;Lucas_Cisco;76.63;Owens;Owens Defense;https://www.chess.com/game/live/94094265586;2023-11;2023-11
2e42847f-8989-11ee-b754-87410f01000f;2023-11-22;white;vitoria;rapid;600;529;545;Thestrongshadow;;Kings;Kings Pawn Opening Kings Knight Variation;https://www.chess.com/game/live/94094336048;2023-11;2023-11
74e3e780-8a4a-11ee-8096-ac3d4501000f;2023-11-23;black;derrota;rapid;600;524;535;SenorKhui;;Reti;Reti Opening 1...d5 2.e3 Nf6 3.c4;https://www.chess.com/game/live/94102982602;2023-11;2023-11
66ce9821-8a56-11ee-b754-87410f01000f;2023-11-23;white;derrota;rapid;600;547;572;midnightlobeeer;;Ruy;Ruy Lopez Opening Berlin Defense 4.O O;https://www.chess.com/game/live/94103489894;2023-11;2023-11
3cd657fd-8a54-11ee-b754-87410f01000f;2023-11-23;black;vitoria;rapid;600;555;495;Lhommeantoine;79.21;Caro;Caro Kann Defense;https://www.chess.com/game/live/94103404528;2023-11;2023-11
7f9c6a88-8a53-11ee-a9e6-8a0fa101000f;2023-11-23;black;vitoria;rapid;600;548;615;jajatsudrajatgay;;French;French Defense Kings Indian Attack 2...d5 3.Qe2 Nc6 4.Nf3;https://www.chess.com/game/live/94103374522;2023-11;2023-11
8936185f-8a4e-11ee-8096-ac3d4501000f;2023-11-23;white;vitoria;rapid;600;538;528;bluemoon0o;;Ruy;Ruy Lopez Opening;https://www.chess.com/game/live/94103164960;2023-11;2023-11
48331ae5-8a41-11ee-8096-ac3d4501000f;2023-11-23;black;derrota;rapid;600;532;489;danipons86;;Alekhines;Alekhines Defense;https://www.chess.com/game/live/94102539038;2023-11;2023-11
e183e2e2-8a1f-11ee-8096-ac3d4501000f;2023-11-23;white;vitoria;rapid;600;541;425;Atzou;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/94100695146;2023-11;2023-11
df1cc299-8a1e-11ee-8096-ac3d4501000f;2023-11-23;white;vitoria;rapid;600;535;454;VITAL0910;74.72;Queens;Queens Gambit Accepted Old Variation;https://www.chess.com/game/live/94100635316;2023-11;2023-11
f9695a72-8a4d-11ee-8096-ac3d4501000f;2023-11-23;black;vitoria;rapid;600;530;449;chickenwing201;;Petrovs;Petrovs Defense Three Knights Game;https://www.chess.com/game/live/94103140180;2023-11;2023-11
d3cbd93e-8b15-11ee-b754-87410f01000f;2023-11-24;black;vitoria;rapid;600;579;560;Yassino09;;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/94111969214;2023-11;2023-11
e3ca7f51-8afa-11ee-a9e6-8a0fa101000f;2023-11-24;white;vitoria;rapid;600;557;635;Davide2103;;Ruy;Ruy Lopez Opening;https://www.chess.com/game/live/94110670858;2023-11;2023-11
a67448f3-8b05-11ee-b754-87410f01000f;2023-11-24;black;derrota;rapid;600;550;624;SukhE92;33.0;English;English Defense;https://www.chess.com/game/live/94111217212;2023-11;2023-11
4edd2f20-8b10-11ee-8096-ac3d4501000f;2023-11-24;black;vitoria;rapid;600;559;591;natewec;;Van;Van t Kruijs Opening 1...e5;https://www.chess.com/game/live/94111723570;2023-11;2023-11
b29a5e3e-8b11-11ee-8096-ac3d4501000f;2023-11-24;white;vitoria;rapid;600;565;476;majekbowale;;Queens;Queens Pawn Opening Zukertort Variation;https://www.chess.com/game/live/94111786896;2023-11;2023-11
8e96f000-8b13-11ee-a9e6-8a0fa101000f;2023-11-24;black;vitoria;rapid;600;571;470;majekbowale;;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/94111870260;2023-11;2023-11
d91eff30-8b17-11ee-b754-87410f01000f;2023-11-24;black;derrota;rapid;600;572;627;JR4MN;38.4;Indian;Indian Game Fantasy Variation;https://www.chess.com/game/live/94112055240;2023-11;2023-11
fbccb148-8bed-11ee-a9e6-8a0fa101000f;2023-11-25;white;vitoria;rapid;600;568;549;autojoin7;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/94121312312;2023-11;2023-11
7a337081-8bef-11ee-8096-ac3d4501000f;2023-11-25;white;vitoria;rapid;600;576;541;InnocentCabana;;Queens;Queens Pawn Opening Chigorin Variation;https://www.chess.com/game/live/94121364886;2023-11;2023-11
1a3a43bd-8bed-11ee-a9e6-8a0fa101000f;2023-11-25;black;derrota;rapid;600;560;601;mahmuod21;;Petrovs;Petrovs Defense Classical Variation;https://www.chess.com/game/live/94121280350;2023-11;2023-11
bcb1803a-8bfd-11ee-8096-ac3d4501000f;2023-11-25;white;derrota;rapid;600;559;612;WhiteX5;60.84;Queens;Queens Gambit Accepted 3.Nf3 Nf6 4.e3 c5 5.Bxc4;https://www.chess.com/game/live/94121848926;2023-11;2023-11
23dd0568-8c00-11ee-8096-ac3d4501000f;2023-11-25;black;vitoria;rapid;600;565;460;Zoucel;;French;French Defense;https://www.chess.com/game/live/94121929876;2023-11;2023-11
c7ec70e3-8bef-11ee-b754-87410f01000f;2023-11-25;black;derrota;rapid;600;566;508;iWillUseMyQueen;;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/94121375394;2023-11;2023-11
746763de-8bdd-11ee-b754-87410f01000f;2023-11-25;white;derrota;rapid;600;567;553;sallll11;;Queens;Queens Pawn Opening;https://www.chess.com/game/live/94120666826;2023-11;2023-11
ff5b0d5b-8bdb-11ee-8096-ac3d4501000f;2023-11-25;white;vitoria;rapid;600;568;622;JanujaiR;;Queens;Queens Pawn Opening Zukertort Chigorin Variation;https://www.chess.com/game/live/94120604534;2023-11;2023-11
3b8d40c3-8bdd-11ee-b754-87410f01000f;2023-11-25;black;vitoria;rapid;600;576;549;ValiPufy;;Reti;Reti Opening Quiet System 2...d5;https://www.chess.com/game/live/94120657538;2023-11;2023-11
b06dcdc8-8bc8-11ee-a9e6-8a0fa101000f;2023-11-25;white;derrota;rapid;600;558;640;AzgerDQ;;Queens;Queens Pawn Opening 1...d5 2.e3 Nf6 3.c4;https://www.chess.com/game/live/94119704596;2023-11;2023-11
c80aa152-8bc2-11ee-b754-87410f01000f;2023-11-25;black;derrota;rapid;600;565;602;mnslzs;;Nimzowitsch;Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.e3 d5;https://www.chess.com/game/live/94119406006;2023-11;2023-11
6e3e440c-8bc0-11ee-b754-87410f01000f;2023-11-25;white;vitoria;rapid;600;572;524;Lu8313;;Queens;Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4;https://www.chess.com/game/live/94119277974;2023-11;2023-11
19edaf99-8bb6-11ee-8096-ac3d4501000f;2023-11-25;white;derrota;rapid;600;565;601;Djehuty72;;Kings;Kings Pawn Opening Kings Knight Variation;https://www.chess.com/game/live/94118686538;2023-11;2023-11
76894f1f-8bac-11ee-8096-ac3d4501000f;2023-11-25;black;empate;rapid;600;572;589;tominedeljkovikj;70.91;Kings;Kings Pawn Opening Tortoise Opening;https://www.chess.com/game/live/94118113054;2023-11;2023-11
aae85978-8cbf-11ee-b112-6cfe544c0428;2023-11-26;white;derrota;rapid;600;564;573;Mattcaza;;Queens;Queens Gambit Accepted Rosenthal Variation 4.e3;https://www.chess.com/game/live/94785542551;2023-11;2023-11
8aa9ff8d-8cb5-11ee-b112-6cfe544c0428;2023-11-26;black;vitoria;rapid;600;572;519;gabrielferreirachaves;;Four;Four Knights Game Italian Variation;https://www.chess.com/game/live/94781308837;2023-11;2023-11
12c35278-8caf-11ee-b112-6cfe544c0428;2023-11-26;white;derrota;rapid;600;565;628;kmcmahon5412;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/94778380277;2023-11;2023-11
991057f5-8cad-11ee-b112-6cfe544c0428;2023-11-26;black;vitoria;rapid;600;572;602;x-9763791289;;Pirc;Pirc Defense;https://www.chess.com/game/live/94777772989;2023-11;2023-11
09ebc52b-8c76-11ee-8096-ac3d4501000f;2023-11-26;white;derrota;rapid;600;572;675;namhai_super;;Van;Van Geet Opening Reversed Nimzowitsch Napoleon Attack 3...exd4 4.Nxd4;https://www.chess.com/game/live/94127028400;2023-11;2023-11
39a3d7a8-8c82-11ee-8096-ac3d4501000f;2023-11-26;black;derrota;rapid;600;563;540;GehrmanSparrow92;;Caro;Caro Kann Defense Classical Variation;https://www.chess.com/game/live/94127761964;2023-11;2023-11
c7c2eebc-8c74-11ee-8096-ac3d4501000f;2023-11-26;white;vitoria;rapid;600;585;645;AnitaJellum;;Queens;Queens Pawn Opening;https://www.chess.com/game/live/94126954188;2023-11;2023-11
